[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-12-02 08:38:11] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-02 08:38:12] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-02 08:38:12] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-02 08:38:12] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-02 08:38:14] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691\
[2024-12-02 08:38:14] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/portfolio/
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.min.css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7201c3188-D5Lt9u.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.min.css
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:25] [class-ss-page.php:119] Checking Content Identical:05c1ee96a47cd6e6ba86fd1426b46ee5f30ecb48===. Value: FALSE
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css
[2024-12-02 08:38:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 670
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7201cf75e-TMJekw.tmp
[2024-12-02 08:38:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css?simply_static_page=1454
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css?simply_static_page=1454
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:103] Filesize: 153 bytes
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7201cf75e-TMJekw.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.css
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:25] [class-ss-page.php:119] Checking Content Identical:1af4649ba360ecbfa6e74c2137cb7930b0836fc0===. Value: FALSE
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css
[2024-12-02 08:38:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 670
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7201d99df-ws9WL2.tmp
[2024-12-02 08:38:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css?simply_static_page=1455
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css?simply_static_page=1455
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:103] Filesize: 117 bytes
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7201d99df-ws9WL2.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/pulse.min.css
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:25] [class-ss-page.php:119] Checking Content Identical:ad49db355d9c441dbc45f2681d34e3898f044c6d===. Value: FALSE
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css
[2024-12-02 08:38:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 670
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7201e43b2-PJUOcU.tmp
[2024-12-02 08:38:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css?simply_static_page=1456
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css?simply_static_page=1456
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:103] Filesize: 192 bytes
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7201e43b2-PJUOcU.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.css
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:25] [class-ss-page.php:119] Checking Content Identical:1a227da83e3acf9f3eb7b0f76b5c9ee9b82e3bce===. Value: FALSE
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2024-12-02 08:38:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 670
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7201ef1e8-EV04H3.tmp
[2024-12-02 08:38:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css?simply_static_page=1457
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css?simply_static_page=1457
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2024-12-02 08:38:25] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7201ef1e8-EV04H3.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2024-12-02 08:38:25] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:f107a9d27312a662cb97f6b61cd9017de8bc8e8f===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d720204099-uTysku.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css?simply_static_page=1458
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css?simply_static_page=1458
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 229 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d720204099-uTysku.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:ad1690675fb58c713a6fe75dc0c134d2cf3d8f05===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72020e1df-28jLZp.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css?simply_static_page=1459
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css?simply_static_page=1459
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 180 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72020e1df-28jLZp.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:8cf0a16973a7dcbe8c3fe94b4b8d36a57fa2f78c===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72021950f-68diGt.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=1460
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=1460
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 262 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72021950f-68diGt.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:16f456a48527457bc83d690e7ad91dd1f6ebdf37===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72022425f-ByZCgi.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=1461
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=1461
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 213 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72022425f-ByZCgi.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:57e3fda0a8e30bad4647c1729b3bbb96ff56bc3f===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72022dffe-DsW2Ws.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=1462
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=1462
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 266 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72022dffe-DsW2Ws.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:2b3df65c0a0834426f8a634e0b59026305501dc7===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d720238857-kQ8U2K.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=1463
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=1463
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 217 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d720238857-kQ8U2K.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:b8d43bf2e1e06d43d91633761747d5f00874dc12===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d7202418da-5zxcEv.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=1464
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=1464
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 255 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d7202418da-5zxcEv.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:8b06bf703a96800272c51e987a6b23d788db718f===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 50 of 670 pages/files
[2024-12-02 08:38:26] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-12-02 08:38:26] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-12-02 08:38:26] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:69] Total pages: 670; Pages remaining: 570
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d72024bd1d-PyEJyo.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=1465
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=1465
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 206 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d72024bd1d-PyEJyo.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 08:38:26] [class-ss-page.php:119] Checking Content Identical:d7af9caeef75433a037b598ae10ee97f187e70d4===. Value: FALSE
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-12-02 08:38:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 670
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\11TRD~1\AppData\Local\Temp/674d720253821-XdEHza.tmp
[2024-12-02 08:38:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=1466
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=1466
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:103] Filesize: 261 bytes
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-12-02 08:38:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\11TRD~1\AppData\Local\Temp/674d720253821-XdEHza.tmp to C:\xampp\htdocs\portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1733128691/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 08:38:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
